training_seed,q,tau,b,q_scaled,bid_action,ask_action,bid_depth,ask_depth
0,0,1.0,0.9,0.0,-0.30132365226745605,0.12762144207954407,1.07250782874432,1.7309628820485379
0,0,1.0,1.0,0.0,-0.3057687282562256,0.18016107380390167,1.0656843849383422,1.8116141972484732
0,0,0.75,0.0,0.0,-0.197963684797287,-0.26995423436164856,1.2311712422837604,1.1206616647748617
0,0,0.75,0.1,0.0,-0.20702603459358215,-0.20803484320640564,1.2172600212514624,1.215711442802415
0,0,0.75,0.2,0.0,-0.21576368808746338,-0.1459895223379135,1.203847227462957,1.3109545300836298
0,0,0.75,0.3,0.0,-0.22410371899604797,-0.08417107164859772,1.1910448068994792,1.4058493587697671
0,0,0.75,0.4,0.0,-0.23198357224464417,-0.022916827350854874,1.1789487851493472,1.499878098638166
0,0,0.75,0.5,0.0,-0.2393530011177063,0.03746085613965988,1.167636293771352,1.5925612679413472
0,0,0.75,0.6,0.0,-0.24617522954940796,0.09668222069740295,1.1571637861127944,1.6834694220862974
0,0,0.75,0.7,0.0,-0.2524271011352539,0.15450486540794373,1.1475668085682065,1.7722304619182854
0,0,0.75,0.8,0.0,-0.2580984830856323,0.21072663366794586,1.1388609155444618,1.8585340655831166
0,0,0.75,0.9,0.0,-0.2631908059120178,0.2651855945587158,1.1310439111252961,1.9421316599344716
0,0,0.75,1.0,0.0,-0.26771536469459534,0.3177590072154999,1.1240984567218706,2.0228348307820285
0,0,0.5,0.0,0.0,-0.1540091633796692,-0.13637541234493256,1.2986439261410232,1.3257127343184585
0,0,0.5,0.1,0.0,-0.16317278146743774,-0.07218588888645172,1.284577252536499,1.4242472942130515
0,0,0.5,0.2,0.0,-0.17203232645988464,-0.008195504546165466,1.2709773483829534,1.52247616426432
0,0,0.5,0.3,0.0,-0.18051138520240784,0.05521208047866821,1.257961512207517,1.619810404304943
0,0,0.5,0.4,0.0,-0.1885451078414917,0.11767837405204773,1.2456292922141814,1.7156997085693786
0,0,0.5,0.5,0.0,-0.1960824728012085,0.17888009548187256,1.2340590094163817,1.8096478228559711
0,0,0.5,0.6,0.0,-0.20308709144592285,0.23853643238544464,1.2233065224340967,1.9012236842271684
0,0,0.5,0.7,0.0,-0.20953699946403503,0.2964129149913788,1.2134055477316381,1.990067368282737
0,0,0.5,0.8,0.0,-0.21542373299598694,0.3523227870464325,1.204369077813571,2.075892193579518
0,0,0.5,0.9,0.0,-0.22075065970420837,0.4061257243156433,1.1961919431270227,2.1584827544564367
0,0,0.5,1.0,0.0,-0.22553080320358276,0.4577248692512512,1.1888541516843347,2.2376903690830834
0,0,0.25,0.0,0.0,-0.10610825568437576,0.005946595221757889,1.3721745368077343,1.5441850896704898
0,0,0.25,0.1,0.0,-0.11537953466176987,0.07131446152925491,1.3579425976301764,1.644528472684137
0,0,0.25,0.2,0.0,-0.12438972294330597,0.13610795140266418,1.3441114474820866,1.743990155287852
0,0,0.25,0.3,0.0,-0.13305959105491638,0.1999317854642868,1.3308027081007407,1.8419633612131974
0,0,0.25,0.4,0.0,-0.14132218062877655,0.26242586970329285,1.3181191643792085,1.9378953257258968
0,0,0.25,0.5,0.0,-0.1491248607635498,0.3232746422290802,1.306141607736722,2.0313016434224727
0,0,0.25,0.6,0.0,-0.15643003582954407,0.38221341371536255,1.2949277495976086,2.1217760011716034
0,0,0.25,0.7,0.0,-0.163214772939682,0.43903064727783203,1.284512793244484,2.2089936778556725
0,0,0.25,0.8,0.0,-0.16946959495544434,0.49356770515441895,1.2749112866226004,2.292711155510594
0,0,0.25,0.9,0.0,-0.1751967966556549,0.5457157492637634,1.2661197071162837,2.3727613615072425
0,0,0.25,1.0,0.0,-0.1804080605506897,0.5954114198684692,1.2581201214093736,2.449047035054401
0,0,0.05,0.0,0.0,-0.066118523478508,0.12276902794837952,1.4335610443077709,1.7235141510862357
0,0,0.05,0.1,0.0,-0.07548446953296661,0.18816141784191132,1.4191837857965823,1.8238951791956364
0,0,0.05,0.2,0.0,-0.08463562279939651,0.2526766359806061,1.4051362463999255,1.9229296989005813
0,0,0.05,0.3,0.0,-0.09349118173122406,0.3159267008304596,1.3915424610755545,2.020022136536701
0,0,0.05,0.4,0.0,-0.10198253393173218,0.3775654435157776,1.3785077537447197,2.114641103242107
0,0,0.05,0.5,0.0,-0.11005520820617676,0.43729668855667114,1.3661157407814313,2.206331952853531
0,0,0.05,0.6,0.0,-0.11766952276229858,0.49487924575805664,1.3544273359879022,2.2947244447391224
0,0,0.05,0.7,0.0,-0.12480022013187408,0.5501278042793274,1.343481311010678,2.3795341162461137
0,0,0.05,0.8,0.0,-0.13143524527549744,0.6029118299484253,1.3332961710191127,2.460560590015367
0,0,0.05,0.9,0.0,-0.13757389783859253,0.6531503796577454,1.3238729910972111,2.5376796137849142
0,0,0.05,1.0,0.0,-0.14322486519813538,0.7008077502250671,1.3151984356284916,2.610836381144653
0,5,1.0,0.0,0.46211715726000974,-0.19007357954978943,0.07655619084835052,1.2432830014337883,1.6525748245452432
0,5,1.0,0.1,0.46211715726000974,-0.19813501834869385,0.13496138155460358,1.2309082355628276,1.742230105527705
0,5,1.0,0.2,0.46211715726000974,-0.20589208602905273,0.19259744882583618,1.2190006966254008,1.8307047384060664
0,5,1.0,0.3,0.46211715726000974,-0.21329066157341003,0.24919483065605164,1.2076434634535158,1.9175849302092305
0,5,1.0,0.4,0.46211715726000974,-0.22028321027755737,0.3045095205307007,1.196909504514713,2.002496117095201
0,5,1.0,0.5,0.46211715726000974,-0.22683066129684448,0.35832905769348145,1.1868587957719667,2.0851121597504396
0,5,1.0,0.6,0.46211715726000974,-0.2329035997390747,0.41047677397727966,1.177536490753467,2.1651618625162774
0,5,1.0,0.7,0.46211715726000974,-0.23848310112953186,0.4608132839202881,1.1689716396014627,2.242431260801689
0,5,1.0,0.8,0.46211715726000974,-0.24356040358543396,0.5092365741729736,1.1611776923030745,2.3167637583280607
0,5,1.0,0.9,0.46211715726000974,-0.24813640117645264,0.5556798577308655,1.154153276410637,2.3880568332547925
0,5,1.0,1.0,0.46211715726000974,-0.2522202730178833,0.6001079082489014,1.1478843014614528,2.4562564111438694
0,5,0.75,0.0,0.46211715726000974,-0.14605090022087097,0.2192605435848236,1.3108603115514048,1.871634101422821
0,5,0.75,0.1,0.46211715726000974,-0.15436884760856628,0.27875158190727234,1.298091790445261,1.9629562200948263
0,5,0.75,0.2,0.46211715726000974,-0.16239628195762634,0.3370758295059204,1.2857692233338383,2.05248724881532
0,5,0.75,0.3,0.46211715726000974,-0.17007452249526978,0.39396265149116516,1.2739826885322378,2.1398117476760072
0,5,0.75,0.4,0.46211715726000974,-0.17735296487808228,0.4491763710975647,1.2628098665783178,2.224567939472306
0,5,0.75,0.5,0.46211715726000974,-0.1841908097267151,0.5025212168693542,1.2523133868338725,2.306455303913766
0,5,0.75,0.6,0.46211715726000974,-0.19055843353271484,0.5538439154624939,1.24253872306488,2.385238557722292
0,5,0.75,0.7,0.46211715726000974,-0.19643759727478027,0.6030334234237671,1.2335138732037125,2.460747242897852
0,5,0.75,0.8,0.46211715726000974,-0.20182102918624878,0.6500195860862732,1.2252499998247153,2.532873668046972
0,5,0.75,0.9,0.46211715726000974,-0.20671144127845764,0.6947687864303589,1.2177429398366366,2.6015662291374357
0,5,0.75,1.0,0.46211715726000974,-0.21111992001533508,0.7372796535491943,1.2109756748884266,2.66682282174949
0,5,0.5,0.0,0.46211715726000974,-0.0990704745054245,0.36535805463790894,1.382977930161339,2.0959020688057324
0,5,0.5,0.1,0.46211715726000974,-0.10768580436706543,0.4248879849910736,1.3697529100875785,2.1872838889511796
0,5,0.5,0.2,0.46211715726000974,-0.1160358414053917,0.4828581213951111,1.3569351295473129,2.2762713368996916
0,5,0.5,0.3,0.46211715726000974,-0.12405717372894287,0.5390121936798096,1.344621929391206,2.3624710234021298
0,5,0.5,0.4,0.46211715726000974,-0.1316957175731659,0.593136727809906,1.3328963312659465,2.445555253704268
0,5,0.5,0.5,0.46211715726000974,-0.1389085054397583,0.6450647115707397,1.3218242927189172,2.525267654582223
0,5,0.5,0.6,0.46211715726000974,-0.14566479623317719,0.6946758031845093,1.3114530030756777,2.6014234945802412
0,5,0.5,0.7,0.46211715726000974,-0.1519460678100586,0.7418947219848633,1.3018108948770282,2.6739072136049025
0,5,0.5,0.8,0.46211715726000974,-0.1577453315258026,0.7866880893707275,1.2929086960888858,2.7426675736100337
0,5,0.5,0.9,0.46211715726000974,-0.16306576132774353,0.8290581107139587,1.284741534522039,2.8077079599665424
0,5,0.5,1.0,0.46211715726000974,-0.16791892051696777,0.8690382242202759,1.277291659853349,2.869079702217113
0,5,0.25,0.0,0.46211715726000974,-0.05087502300739288,0.5095377564430237,1.456960682274329,2.317226090198255
0,5,0.25,0.1,0.46211715726000974,-0.05980301275849342,0.5680627822875977,1.4432557115334705,2.4070653249161267
0,5,0.25,0.2,0.46211715726000974,-0.06849779188632965,0.6246887445449829,1.4299087323290496,2.493989389296326
0,5,0.25,0.3,0.46211715726000974,-0.07689164578914642,0.6791855692863464,1.417023690416119,2.5776451068063078
0,5,0.25,0.4,0.46211715726000974,-0.08492720872163773,0.7313715815544128,1.4046886454680059,2.657753596080477
0,5,0.25,0.5,0.46211715726000974,-0.09255924820899963,0.7811145186424255,1.3929730318995115,2.734111826360876
0,5,0.25,0.6,0.46211715726000974,-0.09975548088550568,0.8283308148384094,1.3819264065084185,2.806591519539052
0,5,0.25,0.7,0.46211715726000974,-0.1064964234828949,0.8729821443557739,1.371578677216767,2.8751338433584177
0,5,0.25,0.8,0.46211715726000974,-0.11277436465024948,0.9150702953338623,1.361941681385671,2.939741542714304
0,5,0.25,0.9,0.46211715726000974,-0.11859180778265,0.9546311497688293,1.353011576161667,3.0004696985063455
0,5,0.25,1.0,0.46211715726000974,-0.12395959347486496,0.9917281270027161,1.344771720616813,3.05741566302227
0,5,0.05,0.0,0.46211715726000974,-0.012760153040289879,0.6199074387550354,1.5154691698794343,2.486649813671673
0,5,0.05,0.1,0.46211715726000974,-0.021923838183283806,0.6769733428955078,1.5014023933413352,2.5742492137997255
0,5,0.05,0.2,0.46211715726000974,-0.030881080776453018,0.7319344282150269,1.4876525178284266,2.658617597634058
0,5,0.05,0.3,0.46211715726000974,-0.03956165909767151,0.7845864295959473,1.4743273376677566,2.7394414066313972
0,5,0.05,0.4,0.46211715726000974,-0.0479063019156456,0.8347748517990112,1.4615178375617386,2.816483481835175
0,5,0.05,0.5,0.46211715726000974,-0.055868349969387054,0.8823955059051514,1.449295642122907,2.8895838873441244
0,5,0.05,0.6,0.46211715726000974,-0.06341446191072464,0.9273922443389893,1.4377119322121148,2.9586564334448626
0,5,0.05,0.7,0.46211715726000974,-0.07052414119243622,0.9697529077529907,1.4267981711920898,3.023682454849141
0,5,0.05,0.8,0.46211715726000974,-0.07718878239393234,1.0,1.4165675688716104,3.070113457325394
0,5,0.05,0.9,0.46211715726000974,-0.08340979367494583,1.0,1.4070179636456042,3.070113457325394
0,5,0.05,1.0,0.46211715726000974,-0.08919680118560791,1.0,1.3981345788275408,3.070113457325394
0,10,1.0,0.0,0.7615941559557649,-0.15323948860168457,0.369363009929657,1.2998254205878506,2.1020499023743238
0,10,1.0,0.1,0.7615941559557649,-0.16096344590187073,0.4235113263130188,1.2879687079622963,2.1851706397843595
0,10,1.0,0.2,0.7615941559557649,-0.16843503713607788,0.4763617515563965,1.2764993915644094,2.2662990406668913
0,10,1.0,0.3,0.7615941559557649,-0.17560535669326782,0.527714729309082,1.2654925442814833,2.345128774703017
0,10,1.0,0.4,0.7615941559557649,-0.18243050575256348,0.5773999691009521,1.2550155532938856,2.421398436360747
0,10,1.0,0.5,0.7615941559557649,-0.188873291015625,0.62527996301651,1.2451255124244942,2.4948969431891532
0,10,1.0,0.6,0.7615941559557649,-0.1949046552181244,0.6712508201599121,1.235867026222432,2.565464816769524
0,10,1.0,0.7,0.7615941559557649,-0.200504332780838,0.7152424454689026,1.227271203501447,2.632994457204898
0,10,1.0,0.8,0.7615941559557649,-0.20566105842590332,0.7572171092033386,1.2193553371021222,2.6974279472037983
0,10,1.0,0.9,0.7615941559557649,-0.21037209033966064,0.7971649169921875,1.2121236358639642,2.758750098345395
0,10,1.0,1.0,0.7615941559557649,-0.21464243531227112,0.8351015448570251,1.2055684140800476,2.8169849742120867
0,10,0.75,0.0,0.7615941559557649,-0.10875768959522247,0.5134025812149048,1.368107505455742,2.3231588154694336
0,10,0.75,0.1,0.7615941559557649,-0.11682645976543427,0.5671755075454712,1.3557214855139252,2.4057033078530528
0,10,0.75,0.2,0.7615941559557649,-0.12465714663267136,0.6193097233772278,1.3437009369483224,2.485732286659144
0,10,0.75,0.3,0.7615941559557649,-0.13219614326953888,0.6696258783340454,1.3321281494335335,2.562970438886042
0,10,0.75,0.4,0.7615941559557649,-0.13939592242240906,0.7179785370826721,1.3210760800000347,2.6371945130468526
0,10,0.75,0.5,0.7615941559557649,-0.14621680974960327,0.7642584443092346,1.310605631012975,2.7082367960368727
0,10,0.75,0.6,0.7615941559557649,-0.15262851119041443,0.8083924055099487,1.3007633055740817,2.7759849301405675
0,10,0.75,0.7,0.7615941559557649,-0.15861037373542786,0.8503416776657104,1.2915808072244235,2.840379442625772
0,10,0.75,0.8,0.7615941559557649,-0.16415166854858398,0.8900995254516602,1.2830746053359843,2.9014099943867415
0,10,0.75,0.9,0.7615941559557649,-0.1692506968975067,0.9276866316795349,1.2752473075593287,2.9591083347128
0,10,0.75,1.0,0.7615941559557649,-0.17391368746757507,0.9631468653678894,1.2680893525090546,3.0135418050360605
0,10,0.5,0.0,0.7615941559557649,-0.0630839616060257,0.6546739935874939,1.4382192689286681,2.540018447599659
0,10,0.5,0.1,0.7615941559557649,-0.0714978277683258,0.7072397470474243,1.4253035070621618,2.6207098611455497
0,10,0.5,0.2,0.7615941559557649,-0.07969194650650024,0.7578761577606201,1.4127250699576661,2.6984396241261686
0,10,0.5,0.3,0.7615941559557649,-0.08760857582092285,0.8064306378364563,1.4005725948602334,2.7729735054733
0,10,0.5,0.4,0.7615941559557649,-0.09519709646701813,0.8527877926826477,1.388923785181849,2.8441343679416047
0,10,0.5,0.5,0.7615941559557649,-0.10241585224866867,0.8968700170516968,1.3778425855466536,2.911803083073732
0,10,0.5,0.6,0.7615941559557649,-0.10923336446285248,0.9386356472969055,1.3673773175495305,2.975915694808478
0,10,0.5,0.7,0.7615941559557649,-0.11562879383563995,0.9780776500701904,1.357559970658146,3.0364614065575415
0,10,0.5,0.8,0.7615941559557649,-0.12159163504838943,1.0,1.3484066711325677,3.070113457325394
0,10,0.5,0.9,0.7615941559557649,-0.12712079286575317,1.0,1.3399191002211857,3.070113457325394
0,10,0.5,1.0,0.7615941559557649,-0.1322232484817505,1.0,1.3320865413951462,3.070113457325394
0,10,0.25,0.0,0.7615941559557649,-0.017856210470199585,0.788555920124054,1.5076464326319998,2.7455347997759305
0,10,0.25,0.1,0.7615941559557649,-0.02658054418861866,0.8392364382743835,1.4942540854544417,2.823332270174706
0,10,0.25,0.2,0.7615941559557649,-0.03510468825697899,0.8877711892127991,1.481169040746215,2.8978358661766888
0,10,0.25,0.3,0.7615941559557649,-0.043368078768253326,0.9340370297431946,1.468484267540316,2.9688565559901074
0,10,0.25,0.4,0.7615941559557649,-0.051318101584911346,0.9779484272003174,1.456280531522583,3.036263042121646
0,10,0.25,0.5,0.7615941559557649,-0.058911923319101334,1.0,1.4446235843732498,3.070113457325394
0,10,0.25,0.6,0.7615941559557649,-0.06611757725477219,1.0,1.4335624968148832,3.070113457325394
0,10,0.25,0.7,0.7615941559557649,-0.07291417568922043,1.0,1.4231293326560652,3.070113457325394
0,10,0.25,0.8,0.7615941559557649,-0.0792914628982544,1.0,1.413339835015223,3.070113457325394
0,10,0.25,0.9,0.7615941559557649,-0.08524854481220245,1.0,1.4041953763400221,3.070113457325394
0,10,0.25,1.0,0.7615941559557649,-0.09079259634017944,1.0,1.3956849427379485,3.070113457325394
0,10,0.05,0.0,0.7615941559557649,0.016943126916885376,0.8876934051513672,1.561065389641048,2.8977164632298047
0,10,0.05,0.1,0.7615941559557649,0.008014172315597534,0.9365187287330627,1.5473589378004173,2.9726661047230203
0,10,0.05,0.2,0.7615941559557649,-0.0007291994988918304,0.983087420463562,1.5339373660653857,3.044151688308942
0,10,0.05,0.3,0.7615941559557649,-0.00922529585659504,1.0,1.5208953761841266,3.070113457325394
0,10,0.05,0.4,0.7615941559557649,-0.01742096059024334,1.0,1.5083145658888764,3.070113457325394
0,10,0.05,0.5,0.7615941559557649,-0.025273213163018227,1.0,1.4962609127418793,3.070113457325394
0,10,0.05,0.6,0.7615941559557649,-0.03275027871131897,1.0,1.4847831929613082,3.070113457325394
0,10,0.05,0.7,0.7615941559557649,-0.039831556379795074,1.0,1.473913030028785,3.070113457325394
0,10,0.05,0.8,0.7615941559557649,-0.04650703817605972,1.0,1.4636657867803637,3.070113457325394
0,10,0.05,0.9,0.7615941559557649,-0.05277598649263382,1.0,1.454042595485368,3.070113457325394
0,10,0.05,1.0,0.7615941559557649,-0.05864540860056877,1.0,1.4450326995852207,3.070113457325394
0,15,1.0,0.0,0.9051482536448665,-0.135326087474823,0.4995434880256653,1.3273235075208734,2.301884321216128
0,15,1.0,0.1,0.9051482536448665,-0.1429680585861206,0.5509456396102905,1.31559264834623,2.380789539873847
0,15,1.0,0.2,0.9051482536448665,-0.15038132667541504,0.6008968949317932,1.304212861284378,2.457467550460268
0,15,1.0,0.3,0.9051482536448665,-0.15751859545707703,0.6492329835891724,1.2932567488168136,2.5316661885910143
0,15,1.0,0.4,0.9051482536448665,-0.16433700919151306,0.695818305015564,1.2827900969349615,2.6031772997035114
0,15,1.0,0.5,0.9051482536448665,-0.17079976201057434,0.7405475378036499,1.2728694047343776,2.671839209462783
0,15,1.0,0.6,0.9051482536448665,-0.17687749862670898,0.783346951007843,1.2635397342467405,2.7375387366846944
0,15,1.0,0.7,0.9051482536448665,-0.18254902958869934,0.8241727948188782,1.2548336124817183,2.800208722930156
0,15,1.0,0.8,0.9051482536448665,-0.1878015697002411,0.8630096912384033,1.2467706654409254,2.8598255620993247
0,15,1.0,0.9,0.9051482536448665,-0.1926305890083313,0.8998672962188721,1.2393578468591995,2.916404076626985
0,15,1.0,1.0,0.9051482536448665,-0.19703888893127441,0.9347766637802124,1.2325908564005224,2.9699919361953797
0,15,0.75,0.0,0.9051482536448665,-0.0914003998041153,0.6409473419189453,1.3947519299409292,2.5189472585938444
0,15,0.75,0.1,0.9051482536448665,-0.09939949214458466,0.6914345026016235,1.3824728694204975,2.5964479143108643
0,15,0.75,0.2,0.9051482536448665,-0.1071828082203865,0.7401816844940186,1.3705250377070293,2.6712776038781296
0,15,0.75,0.3,0.9051482536448665,-0.11469870805740356,0.7870485782623291,1.3589877050902615,2.743220944508695
0,15,0.75,0.4,0.9051482536448665,-0.12190084904432297,0.8319256901741028,1.3479320101075134,2.8121098571118117
0,15,0.75,0.5,0.9051482536448665,-0.1287500262260437,0.8747363686561584,1.33741813458891,2.8778266771743066
0,15,0.75,0.6,0.9051482536448665,-0.1352154016494751,0.9154353141784668,1.327493416541841,2.9403018673478027
0,15,0.75,0.7,0.9051482536448665,-0.1412753462791443,0.9540073871612549,1.318191057762744,2.9995121875185
0,15,0.75,0.8,0.9051482536448665,-0.14691734313964844,0.9904648065567017,1.3095302725189333,3.0554763944711585
0,15,0.75,0.9,0.9051482536448665,-0.1521376222372055,1.0,1.3015168479647312,3.070113457325394
0,15,0.75,1.0,0.9051482536448665,-0.15694019198417664,1.0,1.2941446309597713,3.070113457325394
0,15,0.5,0.0,0.9051482536448665,-0.04701146110892296,0.777244508266449,1.4628914689631802,2.728171140893239
0,15,0.5,0.1,0.9051482536448665,-0.055342815816402435,0.8261398673057556,1.4501023668605881,2.803228290786905
0,15,0.5,0.2,0.9051482536448665,-0.06347399204969406,0.8730635046958923,1.4376205500717316,2.875258736095963
0,15,0.5,0.3,0.9051482536448665,-0.07134991884231567,0.9179020524024963,1.425530555654263,2.9440884504564484
0,15,0.5,0.4,0.9051482536448665,-0.07892155647277832,0.9605743885040283,1.4139076623626257,3.0095929071168612
0,15,0.5,0.5,0.9051482536448665,-0.0861479640007019,1.0,1.4028147168628278,3.070113457325394
0,15,0.5,0.6,0.9051482536448665,-0.09299734234809875,1.0,1.3923005325434996,3.070113457325394
0,15,0.5,0.7,0.9051482536448665,-0.09944780170917511,1.0,1.382398711498314,3.070113457325394
0,15,0.5,0.8,0.9051482536448665,-0.10548710823059082,1.0,1.3731280333861584,3.070113457325394
0,15,0.5,0.9,0.9051482536448665,-0.11111216247081757,1.0,1.3644932560256058,3.070113457325394
0,15,0.5,1.0,0.9051482536448665,-0.1163276731967926,1.0,1.3564871511922854,3.070113457325394
0,15,0.25,0.0,0.9051482536448665,-0.003660723567008972,0.9044268131256104,1.529437310319386,2.9234031937341247
